ID;Geoname_ID;Name;Country_Code;Country_name;Population;Elevation;Timezone;Coordinates
0;3112388;Rabade;ES;Spain;1635;398;Europe/Madrid;43.117, -7.61714
1;3112536;Quintana del Puente;ES;Spain;243;753;Europe/Madrid;42.08471, -4.20649
2;3112586;Quer;ES;Spain;1008;692;Europe/Madrid;40.60532, -3.2753
3;3112689;Puerto Seguro;ES;Spain;99;637;Europe/Madrid;40.82718, -6.76109
4;3112786;Puebla de Lillo;ES;Spain;673;1136;Europe/Madrid;43.00691, -5.27387
5;3112796;Puebla de Alborton;ES;Spain;150;482;Europe/Madrid;41.38517, -0.85558
6;3113415;Pinto;ES;Spain;43501;612;Europe/Madrid;40.24147, -3.69999
7;3113446;Pinilla del Campo;ES;Spain;21;1047;Europe/Madrid;41.71691, -2.0835
8;3113534;Pinarnegrillo;ES;Spain;158;855;Europe/Madrid;41.19098, -4.20967
9;3113734;Peralada;ES;Spain;0;37;Europe/Madrid;42.30823, 3.0091
10;3113809;Perales;ES;Spain;103;778;Europe/Madrid;42.19398, -4.58105
11;3113908;Penarandilla;ES;Spain;256;826;Europe/Madrid;40.88348, -5.3936
12;3114208;Pastores;ES;Spain;46;767;Europe/Madrid;40.51508, -6.51018
13;3114479;Pals;ES;Spain;2366;20;Europe/Madrid;41.97102, 3.14814
14;3114577;Palacios de Sanabria;ES;Spain;321;980;Europe/Madrid;42.05901, -6.52362
15;3115114;Olmillos de Castro;ES;Spain;368;767;Europe/Madrid;41.73179, -5.96791
16;3115370;Nonaspe;ES;Spain;1041;182;Europe/Madrid;41.20881, 0.24775
17;3115473;Nieva;ES;Spain;349;841;Europe/Madrid;41.08191, -4.42501
18;3115673;Navahondilla;ES;Spain;211;710;Europe/Madrid;40.3251, -4.49661
19;3115707;Navacarros;ES;Spain;143;1127;Europe/Madrid;40.39776, -5.71425
20;3115739;Naron;ES;Spain;37712;23;Europe/Madrid;43.50175, -8.19082
21;3115787;Nafria de Ucero;ES;Spain;79;1023;Europe/Madrid;41.72273, -3.09499
22;3116276;Montmelo;ES;Spain;8784;78;Europe/Madrid;41.55002, 2.2419
23;3116299;Montesquiu;ES;Spain;0;681;Europe/Madrid;42.11667, 2.21667
24;3116484;Monfarracinos;ES;Spain;782;643;Europe/Madrid;41.55468, -5.70795
25;3116542;Mombuey;ES;Spain;415;891;Europe/Madrid;42.02283, -6.33027
26;3116595;Molina de Aragon;ES;Spain;3536;1067;Europe/Madrid;40.84358, -1.88762
27;3116826;Mesones de Isuela;ES;Spain;334;518;Europe/Madrid;41.55119, -1.53858
28;3116924;Mendaro;ES;Spain;1650;19;Europe/Madrid;43.25326, -2.38568
29;3117008;Medina de Rioseco;ES;Spain;5059;752;Europe/Madrid;41.88327, -5.04405
30;3117048;Meano;ES;Spain;5505;119;Europe/Madrid;42.44661, -8.78122
31;3117208;Matabuena;ES;Spain;221;1152;Europe/Madrid;41.0959, -3.75827
32;3117347;Martin del Rio;ES;Spain;472;930;Europe/Madrid;40.84459, -0.89549
33;3117454;Marazuela;ES;Spain;57;910;Europe/Madrid;40.97912, -4.36506
34;3117611;Malpartida de Corneja;ES;Spain;177;1025;Europe/Madrid;40.52208, -5.35026
35;3117664;Majan;ES;Spain;15;1146;Europe/Madrid;41.46888, -2.30268
36;3117714;Maello;ES;Spain;684;1032;Europe/Madrid;40.80929, -4.51186
37;3117715;Maella;ES;Spain;1995;302;Europe/Madrid;41.12251, 0.13926
38;3117830;Luelmo;ES;Spain;222;774;Europe/Madrid;41.4403, -6.13338
39;3118057;Losar de la Vera;ES;Spain;3146;546;Europe/Madrid;40.12158, -5.60454
40;3118307;Llanera;ES;Spain;13776;256;Europe/Madrid;43.46189, -5.9311
41;3118454;Lidon;ES;Spain;78;1219;Europe/Madrid;40.71725, -1.1125
42;3118472;Lezama;ES;Spain;2261;347;Europe/Madrid;43.02799, -2.97257
43;3118523;Lekeitio;ES;Spain;7254;23;Europe/Madrid;43.36417, -2.50492
44;3118991;Les Cases d'Alcanar;ES;Spain;1530;10;Europe/Madrid;40.55359, 0.53022
45;3119045;La Sagrera;ES;Spain;29134;41;Europe/Madrid;41.42271, 2.18589
46;3119172;Laracha;ES;Spain;11302;163;Europe/Madrid;43.25375, -8.58535
47;3119618;Lagunilla del Jubera;ES;Spain;575;614;Europe/Madrid;42.33414, -2.32117
48;3119655;La Granada;ES;Spain;1566;273;Europe/Madrid;41.37816, 1.71902
49;3119687;Laxe;ES;Spain;0;26;Europe/Madrid;43.22019, -9.0063
50;3119884;La Carrera;ES;Spain;0;1055;Europe/Madrid;40.34777, -5.55474
51;3120525;Huertahernando;ES;Spain;66;1151;Europe/Madrid;40.82348, -2.28697
52;3120826;Hermedes de Cerrato;ES;Spain;123;893;Europe/Madrid;41.81972, -4.17361
53;3120968;Guijo de Galisteo;ES;Spain;1547;427;Europe/Madrid;40.09383, -6.41007
54;3121103;Grisalena;ES;Spain;43;743;Europe/Madrid;42.59122, -3.26416
55;3121707;Gallegos de Hornija;ES;Spain;153;716;Europe/Madrid;41.6098, -5.09768
56;3121877;Fuenterroble de Salvatierra;ES;Spain;262;951;Europe/Madrid;40.56466, -5.73379
57;3121981;Frumales;ES;Spain;172;820;Europe/Madrid;41.38333, -4.18631
58;3122184;Fortanete;ES;Spain;215;1355;Europe/Madrid;40.50533, -0.52283
59;3122321;Fonfria;ES;Spain;1029;805;Europe/Madrid;41.63493, -6.14081
60;3122426;Fisterra;ES;Spain;5005;15;Europe/Madrid;42.90492, -9.26289
61;3122453;Figueres;ES;Spain;43330;41;Europe/Madrid;42.26645, 2.96163
62;3122641;Fanzara;ES;Spain;273;217;Europe/Madrid;40.01667, -0.31667
63;3122806;Estables;ES;Spain;52;1148;Europe/Madrid;41.00767, -2.02438
64;3122824;Espolla;ES;Spain;385;116;Europe/Madrid;42.3912, 3.00064
65;3123113;Entrimo;ES;Spain;1351;502;Europe/Madrid;41.93297, -8.11725
66;3123156;Eneriz;ES;Spain;219;427;Europe/Madrid;42.67095, -1.72794
67;3123478;Elgoibar;ES;Spain;11220;48;Europe/Madrid;43.21601, -2.41334
68;3123835;Doninos de Ledesma;ES;Spain;98;847;Europe/Madrid;41.01251, -6.03412
69;3123919;Descargamaria;ES;Spain;285;506;Europe/Madrid;40.30446, -6.48666
70;3124194;Cubilla;ES;Spain;59;1099;Europe/Madrid;41.74905, -2.93717
71;3124279;Crespos;ES;Spain;632;927;Europe/Madrid;40.87128, -4.97094
72;3124525;Corral de Ayllon;ES;Spain;96;1028;Europe/Madrid;41.39081, -3.45856
73;3124589;Coristanco;ES;Spain;7674;134;Europe/Madrid;43.2, -8.75
74;3124659;Constanzana;ES;Spain;163;891;Europe/Madrid;40.93821, -4.87515
75;3124967;Ciutadella;ES;Spain;29160;22;Europe/Madrid;40.00112, 3.84144
76;3125287;Cervo;ES;Spain;4908;64;Europe/Madrid;43.67019, -7.41013
77;3125456;Cendejas de la Torre;ES;Spain;64;965;Europe/Madrid;40.97916, -2.85053
78;3125529;Cedrillas;ES;Spain;515;1359;Europe/Madrid;40.43708, -0.8515
79;3125713;Castro;ES;Spain;5822;667;Europe/Madrid;42.76667, -7.58333
80;3125876;Castellvi de Rosanes;ES;Spain;1321;184;Europe/Madrid;41.45, 1.9
81;3125882;Castelloli;ES;Spain;461;393;Europe/Madrid;41.59829, 1.70057
82;3126061;Casas de San Galindo;ES;Spain;32;1030;Europe/Madrid;40.87234, -2.9575
83;3126068;Casas del Castanar;ES;Spain;661;680;Europe/Madrid;40.10785, -5.90509
84;3126161;Carrion de los Condes;ES;Spain;2350;837;Europe/Madrid;42.3413, -4.60071
85;3127150;Cabrillas;ES;Spain;476;799;Europe/Madrid;40.73977, -6.17873
86;3127221;Cabezon de Valderaduey;ES;Spain;52;762;Europe/Madrid;42.16793, -5.15892
87;3127529;Bugedo;ES;Spain;150;537;Europe/Madrid;42.64912, -3.01786
88;3127659;Brea de Aragon;ES;Spain;2022;559;Europe/Madrid;41.52387, -1.60261
89;3127730;Boveda del Rio Almar;ES;Spain;290;883;Europe/Madrid;40.85719, -5.2103
90;3127858;Boltana;ES;Spain;897;654;Europe/Madrid;42.4455, 0.06802
91;3128003;Biscarrues;ES;Spain;233;465;Europe/Madrid;42.22867, -0.74967
92;3128008;Bisaurri;ES;Spain;259;1119;Europe/Madrid;42.49677, 0.50647
93;3128009;Biota;ES;Spain;1158;493;Europe/Madrid;42.26214, -1.18735
94;3128027;Bijuesca;ES;Spain;99;933;Europe/Madrid;41.54083, -1.92039
95;3128828;Baralla;ES;Spain;3146;484;Europe/Madrid;42.89207, -7.25492
96;3128868;Banos de Valdearados;ES;Spain;413;870;Europe/Madrid;41.7701, -3.55589
97;3128886;Banobarez;ES;Spain;356;750;Europe/Madrid;40.84825, -6.61311
98;3128968;Balconchan;ES;Spain;15;885;Europe/Madrid;41.08737, -1.45998
99;3129111;Ayerbe;ES;Spain;1041;573;Europe/Madrid;42.27267, -0.68844
100;3129239;Astigarraga;ES;Spain;4254;11;Europe/Madrid;43.28174, -1.94634
101;3129434;Arrancacepas;ES;Spain;39;918;Europe/Madrid;40.3032, -2.35899
102;3129703;Ardon;ES;Spain;637;780;Europe/Madrid;42.43629, -5.56048
103;3129829;Arauzo de Salce;ES;Spain;76;941;Europe/Madrid;41.81919, -3.41191
104;3129987;Anorbe;ES;Spain;0;577;Europe/Madrid;42.65732, -1.7149
105;3130124;Amurrio;ES;Spain;10089;219;Europe/Madrid;43.05, -3.0
106;3130131;Amposta;ES;Spain;21240;11;Europe/Madrid;40.70995, 0.57856
107;3130133;Amoroto;ES;Spain;364;186;Europe/Madrid;43.32634, -2.51349
108;3130302;Almendra;ES;Spain;226;765;Europe/Madrid;41.22922, -6.34068
109;3130360;Alique;ES;Spain;38;926;Europe/Madrid;40.58671, -2.64441
110;3130385;Algerri;ES;Spain;495;348;Europe/Madrid;41.81482, 0.63633
111;3130408;Alfambra;ES;Spain;648;1044;Europe/Madrid;40.54638, -1.03314
112;3130447;Aldeonte;ES;Spain;93;967;Europe/Madrid;41.35092, -3.67847
113;3130482;Aldearrubia;ES;Spain;509;814;Europe/Madrid;41.00807, -5.49829
114;3130483;Aldearrodrigo;ES;Spain;184;782;Europe/Madrid;41.10966, -5.80726
115;3130506;Aldealcorvo;ES;Spain;20;958;Europe/Madrid;41.24443, -3.79136
116;3130697;Albalate de las Nogueras;ES;Spain;378;844;Europe/Madrid;40.36614, -2.27718
117;3130824;Aguilar de Campoo;ES;Spain;7280;904;Europe/Madrid;42.79452, -4.25892
118;3130950;Ademuz;ES;Spain;1140;756;Europe/Madrid;40.06139, -1.28677
119;6544316;Islantilla;ES;Spain;1261;16;Europe/Madrid;37.20572, -7.23742
120;9883562;Olivenza;ES;Spain;11977;262;Europe/Madrid;38.68269, -7.10046
121;11549787;Sants - Badal;ES;Spain;24344;41;Europe/Madrid;41.37471, 2.12775
122;11549792;Can Peguera;ES;Spain;2295;85;Europe/Madrid;41.43487, 2.16646
123;328709;Shambu;ET;Ethiopia;31100;2576;Africa/Addis_Ababa;9.56667, 37.1
124;330134;Negele;ET;Ethiopia;73100;1540;Africa/Addis_Ababa;5.31667, 39.58333
125;330789;Metemma;ET;Ethiopia;25600;712;Africa/Addis_Ababa;12.95479, 36.15549
126;336511;Raqo;ET;Ethiopia;25090;444;Africa/Addis_Ababa;6.41919, 45.85251
127;336745;Gewane;ET;Ethiopia;11279;620;Africa/Addis_Ababa;10.16658, 40.64689
128;344282;'Alemaya;ET;Ethiopia;63700;2016;Africa/Addis_Ababa;9.39334, 42.00967
129;344661;Agaro;ET;Ethiopia;52800;1609;Africa/Addis_Ababa;7.85, 36.65
130;345704;Abomsa;ET;Ethiopia;30400;1300;Africa/Addis_Ababa;9.98333, 39.98333
131;12640454;Damboya;ET;Ethiopia;21800;2250;Africa/Addis_Ababa;7.34813, 37.95063
132;632539;Vampula;FI;Finland;1743;75;Europe/Helsinki;61.01667, 22.7
133;633679;Turku;FI;Finland;195301;22;Europe/Helsinki;60.45148, 22.26869
134;635844;Sulkava;FI;Finland;3212;98;Europe/Helsinki;61.78691, 28.37299
135;640124;Raisio;FI;Finland;23597;11;Europe/Helsinki;60.48592, 22.16895
136;641044;Pomarkku;FI;Finland;2499;44;Europe/Helsinki;61.69348, 22.00862
137;641651;Piikkioe;FI;Finland;6553;11;Europe/Helsinki;60.42481, 22.51601
138;646192;Merikarvia;FI;Finland;3547;17;Europe/Helsinki;61.85839, 21.50035
139;648056;Lieto;FI;Finland;15258;15;Europe/Helsinki;60.51032, 22.46176
140;649924;Kuusamo;FI;Finland;17400;261;Europe/Helsinki;65.96447, 29.18878
141;650166;Kuortane;FI;Finland;4219;89;Europe/Helsinki;62.8, 23.5
142;651299;Korsholm;FI;Finland;17176;15;Europe/Helsinki;63.11418, 21.68216
143;653180;Kerimaeki;FI;Finland;5841;86;Europe/Helsinki;61.91069, 29.28228
144;653281;Kemi;FI;Finland;22641;16;Europe/Helsinki;65.73641, 24.56371
145;653960;Karkkila;FI;Finland;8811;74;Europe/Helsinki;60.53418, 24.20977
146;655069;Kaavi;FI;Finland;3538;114;Europe/Helsinki;62.98333, 28.5
147;655692;Jokioinen;FI;Finland;5568;122;Europe/Helsinki;60.80162, 23.48004
148;7628283;Makur;FM;;0;10;Pacific/Chuuk;8.985, 150.1275
149;2967304;Woerth;FR;France;1833;171;Europe/Paris;48.93953, 7.74279
150;2967331;Wisches;FR;France;2129;271;Europe/Paris;48.50881, 7.26814
151;2967373;Wiesviller;FR;France;1029;265;Europe/Paris;49.08095, 7.16415
152;2967426;Watten;FR;France;3000;5;Europe/Paris;50.83685, 2.21346
153;2967495;Walincourt-Selvigny;FR;France;2068;129;Europe/Paris;50.06667, 3.33333
154;2967845;Vittel;FR;France;5728;337;Europe/Paris;48.20085, 5.94843
155;2967847;Vitteaux;FR;France;1161;316;Europe/Paris;47.39732, 4.5419
156;2968236;Villevieille;FR;France;1304;100;Europe/Paris;43.78795, 4.09756
157;2968348;Villers-Saint-Paul;FR;France;6216;37;Europe/Paris;49.28885, 2.48968
158;2968368;Villers-les-Nancy;FR;France;15899;234;Europe/Paris;48.67333, 6.15283
159;2968529;Villeneuve-Saint-Georges;FR;France;30881;35;Europe/Paris;48.73219, 2.44925
160;2968601;Villeneuve;FR;France;1024;269;Europe/Paris;46.02096, 4.83591
161;2969046;Village-Neuf;FR;France;3267;243;Europe/Paris;47.60682, 7.56964
162;2969291;Vielmur-sur-Agout;FR;France;1112;149;Europe/Paris;43.61667, 2.1
163;2969612;Vertou;FR;France;22921;35;Europe/Paris;47.16878, -1.4729
164;2969794;Verneuil-sur-Vienne;FR;France;3594;312;Europe/Paris;45.84867, 1.12686
165;2970225;Velaine-en-Haye;FR;France;1494;267;Europe/Paris;48.6999, 6.02754
166;2970651;Varrains;FR;France;1220;35;Europe/Paris;47.22184, -0.06403
167;2970673;Varetz;FR;France;1975;103;Europe/Paris;45.19392, 1.45063
168;2971179;Vaiges;FR;France;1119;92;Europe/Paris;48.04062, -0.47549
169;2971286;Ustaritz;FR;France;5662;15;Europe/Paris;43.39991, -1.45696
170;2971568;Trouillas;FR;France;1552;99;Europe/Paris;42.61108, 2.80815
171;2971725;Trevol;FR;France;1435;231;Europe/Paris;46.62924, 3.30599
172;2972320;Toulon-sur-Arroux;FR;France;1655;264;Europe/Paris;46.69345, 4.13869
173;2972908;Theza;FR;France;1384;14;Europe/Paris;42.63906, 2.95103
174;2973164;Tenteling;FR;France;1033;302;Europe/Paris;49.12544, 6.93751
175;2973293;Tauriac;FR;France;1406;18;Europe/Paris;45.04915, -0.50048
176;2973385;Tarbes;FR;France;52106;316;Europe/Paris;43.23407, 0.07139
177;2973483;Tallende;FR;France;1223;399;Europe/Paris;45.6704, 3.1246
178;2973783;Strasbourg;FR;France;274845;147;Europe/Paris;48.58392, 7.74553
179;2973841;Stains;FR;France;32601;39;Europe/Paris;48.95, 2.38333
180;2973963;Souppes-sur-Loing;FR;France;6002;69;Europe/Paris;48.18297, 2.73521
181;2974047;Soulaire;FR;France;1257;56;Europe/Paris;47.57901, -0.55281
182;2974273;Sommieres;FR;France;4003;35;Europe/Paris;43.78457, 4.09
183;2974352;Soliers;FR;France;1818;34;Europe/Paris;49.1344, -0.29613
184;2974831;Serres;FR;France;1291;657;Europe/Paris;44.42753, 5.71458
185;2974936;Sergy;FR;France;1366;466;Europe/Paris;46.25069, 6.00183
186;2974955;Seremange-Erzange;FR;France;4030;179;Europe/Paris;49.32062, 6.09092
187;2975740;Saussay;FR;France;1013;64;Europe/Paris;48.85571, 1.40889
188;2975924;Sartilly;FR;France;1318;107;Europe/Paris;48.75239, -1.45678
189;2975939;Sarry;FR;France;2149;84;Europe/Paris;48.91852, 4.40621
190;2976117;Santec;FR;France;2272;17;Europe/Paris;48.70362, -4.02748
191;2976292;Sameon;FR;France;1402;22;Europe/Paris;50.47135, 3.33544
192;2976777;Saint-Thibery;FR;France;2481;20;Europe/Paris;43.39622, 3.41811
193;2977103;Saintry-sur-Seine;FR;France;5308;60;Europe/Paris;48.5964, 2.49515
194;2977246;Saint-Raphael;FR;France;34918;22;Europe/Paris;43.42332, 6.7735
195;2977317;Saint-Prix;FR;France;7226;132;Europe/Paris;49.01667, 2.26667
196;2977458;Saint-Pierre-du-Perray;FR;France;6140;80;Europe/Paris;48.61064, 2.49429
197;2977614;Saint-Pere-en-Retz;FR;France;3882;19;Europe/Paris;47.20703, -2.04497
198;2977616;Saint-Pere-Marc-en-Poulet;FR;France;2008;51;Europe/Paris;48.588, -1.92403
199;2977648;Saint-Paul-les-Dax;FR;France;11839;24;Europe/Paris;43.72566, -1.05283
200;2978362;Saint-Martin-de-Queyrieres;FR;France;1007;1224;Europe/Paris;44.82319, 6.57901
201;2978771;Saint-Leu;FR;France;29278;366;Europe/Paris;46.7306, 4.50083
202;2978817;Saint-Leger-les-Domart;FR;France;1781;31;Europe/Paris;50.05208, 2.14067
203;2978891;Saint-Laurent-du-Var;FR;France;29516;27;Europe/Paris;43.67323, 7.19
204;2978983;Saint-Lambert-la-Potherie;FR;France;2405;60;Europe/Paris;47.48315, -0.67791
205;2979783;Saint-Germain-en-Laye;FR;France;41142;98;Europe/Paris;48.89643, 2.0904
206;2979892;Saint-Georges-sur-Cher;FR;France;2243;60;Europe/Paris;47.32996, 1.13261
207;2980033;Saint-Gely-du-Fesc;FR;France;8605;118;Europe/Paris;43.69293, 3.8058
208;2980144;Saint-Felix-Lauragais;FR;France;1495;333;Europe/Paris;43.44898, 1.88756
209;2980268;Saint-Etienne-de-Fontbellon;FR;France;2543;213;Europe/Paris;44.60077, 4.38635
210;2980537;Sainte-Honorine-du-Fay;FR;France;1145;116;Europe/Paris;49.07775, -0.49295
211;2981172;Saint-Christoly-de-Blaye;FR;France;1955;40;Europe/Paris;45.13056, -0.50808
212;2981542;Saint-Aubin-Routot;FR;France;1150;101;Europe/Paris;49.52341, 0.32602
213;2981714;Saint-Andre-sur-Orne;FR;France;1679;34;Europe/Paris;49.11741, -0.38227
214;2981882;Saint-Aigulin;FR;France;2147;29;Europe/Paris;45.15735, -0.00863
215;2982757;Rosny-sous-Bois;FR;France;41627;83;Europe/Paris;48.87017, 2.4991
216;2983106;Rohan;FR;France;1639;76;Europe/Paris;48.06885, -2.75307
217;2983145;Roeschwoog;FR;France;2156;119;Europe/Paris;48.82676, 8.03684
218;2983251;Roche-la-Moliere;FR;France;10372;554;Europe/Paris;45.43088, 4.3282
219;2983268;Rochefort-du-Gard;FR;France;6303;115;Europe/Paris;43.97452, 4.68977
220;2983485;Rion-des-Landes;FR;France;2401;68;Europe/Paris;43.93449, -0.92388
221;2984513;Rambouillet;FR;France;26674;159;Europe/Paris;48.64374, 1.82992
222;2984760;Queven;FR;France;9316;51;Europe/Paris;47.78887, -3.41616
223;2984874;Quarouble;FR;France;3369;31;Europe/Paris;50.38634, 3.62306
224;2985266;Propriano;FR;France;3312;14;Europe/Paris;41.6759, 8.90412
225;2985789;Pouligny-Saint-Pierre;FR;France;1010;117;Europe/Paris;46.68095, 1.03877
226;2985916;Poses;FR;France;1163;10;Europe/Paris;49.30539, 1.24353
227;2986149;Pontlevoy;FR;France;1604;99;Europe/Paris;47.39002, 1.25465
228;2986499;Poisy;FR;France;6399;517;Europe/Paris;45.92142, 6.06356
229;2986796;Plerguer;FR;France;1967;31;Europe/Paris;48.5269, -1.84862
230;2986803;Plemet;FR;France;3161;154;Europe/Paris;48.17713, -2.59433
231;2987213;Pierry;FR;France;1439;85;Europe/Paris;49.02024, 3.94071
232;2987320;Pierre-de-Bresse;FR;France;2015;196;Europe/Paris;46.88333, 5.25
233;2987825;Pertuis;FR;France;19926;220;Europe/Paris;43.69415, 5.50291
234;2987893;Perreux;FR;France;2444;349;Europe/Paris;46.04004, 4.12663
235;2988292;Payrin-Augmontel;FR;France;2123;340;Europe/Paris;43.5445, 2.35406
236;2988374;Patay;FR;France;2137;123;Europe/Paris;48.04833, 1.695
237;2988577;Parcay-les-Pins;FR;France;1069;90;Europe/Paris;47.43668, 0.16312
238;2988742;Palavas-les-Flots;FR;France;6055;2;Europe/Paris;43.52974, 3.93043
239;2988856;Pabu;FR;France;2829;107;Europe/Paris;48.58722, -3.13685
240;2989271;Ormesson-sur-Marne;FR;France;9922;97;Europe/Paris;48.7863, 2.54471
241;2989601;Ollainville;FR;France;4883;86;Europe/Paris;48.59081, 2.21936
242;2989680;Oignies;FR;France;10609;29;Europe/Paris;50.46331, 2.99376
243;2989687;Ohlungen;FR;France;1347;166;Europe/Paris;48.81352, 7.70225
244;2989805;Oberhausbergen;FR;France;4758;149;Europe/Paris;48.60607, 7.68846
245;2989851;Nueil-sur-Layon;FR;France;1395;87;Europe/Paris;47.11811, -0.36573
246;2990481;Neuvy-Sautour;FR;France;1064;165;Europe/Paris;48.0419, 3.79472
247;2990483;Neuvy-Pailloux;FR;France;1287;150;Europe/Paris;46.88486, 1.86152
248;2990527;Neuville-Saint-Remy;FR;France;3667;46;Europe/Paris;50.18618, 3.22404
249;2990574;Neuvic-Entier;FR;France;1059;414;Europe/Paris;45.72272, 1.61198
250;2990580;Neuves-Maisons;FR;France;6971;228;Europe/Paris;48.61811, 6.10544
251;2990733;Nesles;FR;France;1089;42;Europe/Paris;50.62588, 1.65641
252;2990793;Nemours;FR;France;13933;57;Europe/Paris;48.27511, 2.69078
253;2991214;Mulhouse;FR;France;111430;238;Europe/Paris;47.75205, 7.32866
254;2991701;Mortagne-sur-Gironde;FR;France;1034;55;Europe/Paris;45.48078, -0.78936
255;2991842;Moret-sur-Loing;FR;France;4866;55;Europe/Paris;48.37239, 2.81713
256;2992476;Monthyon;FR;France;1459;161;Europe/Paris;49.00753, 2.8261
257;2992616;Montfermeil;FR;France;23829;105;Europe/Paris;48.8982, 2.57913
258;2992665;Montescot;FR;France;1589;12;Europe/Paris;42.60825, 2.93218
259;2992921;Montbeton;FR;France;2305;99;Europe/Paris;44.01102, 1.28481
260;2992982;Montaure;FR;France;1127;135;Europe/Paris;49.23417, 1.08837
261;2993345;Mondoubleau;FR;France;1698;154;Europe/Paris;47.98061, 0.89782
262;2993578;Moisselles;FR;France;1016;94;Europe/Paris;49.05, 2.33597
263;2993732;Mirebeau;FR;France;2408;152;Europe/Paris;46.78541, 0.18184
264;2993757;Mirambeau;FR;France;1453;61;Europe/Paris;45.37332, -0.57078
265;2993796;Minihy-Treguier;FR;France;1128;40;Europe/Paris;48.77543, -3.22877
266;2995229;Massiac;FR;France;1835;542;Europe/Paris;45.25146, 3.19735
267;2995330;Mary-sur-Marne;FR;France;1266;60;Europe/Paris;49.01591, 3.02788
268;2995363;Martinvast;FR;France;1152;60;Europe/Paris;49.59608, -1.66434
269;2995481;Marsat;FR;France;1203;384;Europe/Paris;45.87645, 3.08173
270;2995652;Marly-le-Roi;FR;France;17404;166;Europe/Paris;48.86667, 2.08333
271;2995670;Marles-en-Brie;FR;France;1476;113;Europe/Paris;48.72783, 2.88003
272;2995946;Marcilly-le-Chatel;FR;France;1256;447;Europe/Paris;45.6959, 4.03082
273;2996127;Manzat;FR;France;1377;626;Europe/Paris;45.9616, 2.9414
274;2996232;Maneglise;FR;France;1172;70;Europe/Paris;49.56578, 0.25572
275;2996559;Maisse;FR;France;2776;65;Europe/Paris;48.39525, 2.37902
276;2997111;Lunery;FR;France;1546;131;Europe/Paris;46.93569, 2.26895
277;2997336;Louviers;FR;France;19220;23;Europe/Paris;49.21667, 1.16667
278;2997619;Loos-en-Gohelle;FR;France;7150;43;Europe/Paris;50.45786, 2.79215
279;2997622;Looberghe;FR;France;1214;5;Europe/Paris;50.91694, 2.27439
280;2997964;Locmariaquer;FR;France;1468;9;Europe/Paris;47.56926, -2.94515
281;2998076;Liverdy-en-Brie;FR;France;1145;105;Europe/Paris;48.69987, 2.77606
282;2998253;Linards;FR;France;1129;423;Europe/Paris;45.70148, 1.53125
283;2998324;Lille;FR;France;234475;27;Europe/Paris;50.63297, 3.05858
284;2998358;Ligny-le-Ribault;FR;France;1199;95;Europe/Paris;47.68419, 1.78153
285;3000072;Lesparre-Medoc;FR;France;5406;10;Europe/Paris;45.30709, -0.93793
286;3000443;Les Magnils-Reigniers;FR;France;1443;21;Europe/Paris;46.48333, -1.21667
287;3001968;Les Baumettes;FR;France;7299;95;Europe/Paris;43.22641, 5.41642
288;3002280;Le Rouret;FR;France;3575;281;Europe/Paris;43.67873, 7.01521
289;3002401;Le Raincy;FR;France;13246;86;Europe/Paris;48.89916, 2.52298
290;3002551;Le Portel;FR;France;11100;28;Europe/Paris;50.70559, 1.57574
291;3002961;Le Perrier;FR;France;1625;2;Europe/Paris;46.82002, -1.99338
292;3002988;Le Peage-de-Roussillon;FR;France;6869;158;Europe/Paris;45.3738, 4.79727
293;3003351;Le Mesnil-sur-Oger;FR;France;1094;122;Europe/Paris;48.94708, 4.02263
294;3003773;Le Houlme;FR;France;4468;32;Europe/Paris;49.50972, 1.03537
295;3004039;Le Grand-Bourg;FR;France;1312;390;Europe/Paris;46.16021, 1.64493
296;3004185;Le Fousseret;FR;France;1640;306;Europe/Paris;43.2818, 1.06585
297;3004471;Le Coudray;FR;France;3045;141;Europe/Paris;48.42115, 1.50057
298;3004608;Le Cheylas;FR;France;2276;257;Europe/Paris;45.37064, 5.99277
299;3005736;La Vaupaliere;FR;France;1045;131;Europe/Paris;49.48789, 0.9963
300;3006219;La Tour;FR;France;1215;638;Europe/Paris;46.13312, 6.43109
301;3006780;La Roche-Maurice;FR;France;1791;47;Europe/Paris;48.47284, -4.204
302;3006877;Larmor-Baden;FR;France;1023;12;Europe/Paris;47.58724, -2.89723
303;3007489;Lanvenegen;FR;France;1184;114;Europe/Paris;47.99845, -3.54162
304;3007903;Landas;FR;France;2308;31;Europe/Paris;50.47269, 3.30367
305;3008303;Lamarche;FR;France;1171;359;Europe/Paris;48.06967, 5.78141
306;3008576;La Jubaudiere;FR;France;1161;105;Europe/Paris;47.17202, -0.89215
307;3008825;Laguiole;FR;France;1317;1008;Europe/Paris;44.68449, 2.84705
308;3008981;La Grande-Motte;FR;France;7335;7;Europe/Paris;43.56076, 4.08482
309;3009710;La Croix-Valmer;FR;France;3050;108;Europe/Paris;43.20755, 6.56796
310;3056347;Akaszto;HU;Hungary;3480;92;Europe/Budapest;46.69167, 19.20423
311;1213906;Seulimeum;ID;Indonesia;0;57;Asia/Jakarta;5.3618, 95.5765
